集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2013,04,宮城県,C,鉱業，採石業，砂利採取業,25～29歳,24.27,33.43,324.67
2013,04,宮城県,C,鉱業，採石業，砂利採取業,30～34歳,25.36,30.98,335.3
2013,04,宮城県,C,鉱業，採石業，砂利採取業,35～39歳,25.38,45.56,350.12
2013,04,宮城県,C,鉱業，採石業，砂利採取業,40～44歳,25.27,13.9,317.14
2013,04,宮城県,C,鉱業，採石業，砂利採取業,45～49歳,21.9,30.9,293.7
2013,04,宮城県,C,鉱業，採石業，砂利採取業,50～54歳,28.03,56.75,393.11
2013,04,宮城県,C,鉱業，採石業，砂利採取業,55～59歳,26.35,45.06,361.26
2013,04,宮城県,C,鉱業，採石業，砂利採取業,60～64歳,23.99,27.57,315.45
2013,04,宮城県,C,鉱業，採石業，砂利採取業,65～69歳,21.87,71.82,334.26
2013,04,宮城県,C,鉱業，採石業，砂利採取業,70歳～,20.08,17.57,258.53
2013,04,宮城県,D,建設業,年齢計,32.99,68.44,464.32
2013,04,宮城県,D,建設業,～19歳,15.52,5.07,191.31
2013,04,宮城県,D,建設業,20～24歳,20.62,32.64,280.08
2013,04,宮城県,D,建設業,25～29歳,23.43,41.5,322.66
2013,04,宮城県,D,建設業,30～34歳,27.01,53.1,377.22
2013,04,宮城県,D,建設業,35～39歳,29.12,62.21,411.65
2013,04,宮城県,D,建設業,40～44歳,34.76,89.07,506.19
2013,04,宮城県,D,建設業,45～49歳,38.65,68.32,532.12
2013,04,宮城県,D,建設業,50～54歳,42.77,90.77,604.01
2013,04,宮城県,D,建設業,55～59歳,39.16,88.25,558.17
2013,04,宮城県,D,建設業,60～64歳,28.12,59.78,397.22
2013,04,宮城県,D,建設業,65～69歳,24.28,28.71,320.07
2013,04,宮城県,D,建設業,70歳～,18.5,0,222
2013,04,宮城県,E,製造業,年齢計,24.08,61.38,350.34
2013,04,宮城県,E,製造業,～19歳,16.08,10.19,203.15
2013,04,宮城県,E,製造業,20～24歳,17.86,39.84,254.16
2013,04,宮城県,E,製造業,25～29歳,19.28,39.8,271.16
2013,04,宮城県,E,製造業,30～34歳,21.97,50.41,314.05
2013,04,宮城県,E,製造業,35～39歳,23.86,67.71,354.03
2013,04,宮城県,E,製造業,40～44歳,26.78,78.53,399.89
2013,04,宮城県,E,製造業,45～49歳,27.69,74.93,407.21
2013,04,宮城県,E,製造業,50～54歳,29.36,77.65,429.97
2013,04,宮城県,E,製造業,55～59歳,25.38,68.04,372.6
2013,04,宮城県,E,製造業,60～64歳,19.43,35.89,269.05
2013,04,宮城県,E,製造業,65～69歳,17.1,15.26,220.46
2013,04,宮城県,E,製造業,70歳～,17.83,23.4,237.36
2013,04,宮城県,F,電気・ガス・熱供給・水道業,年齢計,39,124.03,592.03
2013,04,宮城県,F,電気・ガス・熱供給・水道業,～19歳,17.1,23.77,228.97
2013,04,宮城県,F,電気・ガス・熱供給・水道業,20～24歳,20.91,62.95,313.87
2013,04,宮城県,F,電気・ガス・熱供給・水道業,25～29歳,24.81,75.13,372.85
2013,04,宮城県,F,電気・ガス・熱供給・水道業,30～34歳,32.19,94.95,481.23
2013,04,宮城県,F,電気・ガス・熱供給・水道業,35～39歳,35.51,119.06,545.18
2013,04,宮城県,F,電気・ガス・熱供給・水道業,40～44歳,46.07,143.71,696.55
2013,04,宮城県,F,電気・ガス・熱供給・水道業,45～49歳,53.33,178.23,818.19
2013,04,宮城県,F,電気・ガス・熱供給・水道業,50～54歳,59.12,196.55,905.99
2013,04,宮城県,F,電気・ガス・熱供給・水道業,55～59歳,55.31,166.12,829.84
2013,04,宮城県,F,電気・ガス・熱供給・水道業,60～64歳,21.52,91.79,350.03
2013,04,宮城県,F,電気・ガス・熱供給・水道業,65～69歳,-,-,-
2013,04,宮城県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2013,04,宮城県,G,情報通信業,年齢計,36.71,130.79,571.31
2013,04,宮城県,G,情報通信業,～19歳,-,-,-
2013,04,宮城県,G,情報通信業,20～24歳,18.32,37.42,257.26
2013,04,宮城県,G,情報通信業,25～29歳,23.16,56.81,334.73
2013,04,宮城県,G,情報通信業,30～34歳,24.87,70.85,369.29
2013,04,宮城県,G,情報通信業,35～39歳,31.29,104.3,479.78
2013,04,宮城県,G,情報通信業,40～44歳,40.94,162.1,653.38
2013,04,宮城県,G,情報通信業,45～49歳,44.57,165.35,700.19
2013,04,宮城県,G,情報通信業,50～54歳,45.21,174.8,717.32
2013,04,宮城県,G,情報通信業,55～59歳,45.51,186.01,732.13
2013,04,宮城県,G,情報通信業,60～64歳,34.88,89.53,508.09
2013,04,宮城県,G,情報通信業,65～69歳,-,-,-
2013,04,宮城県,G,情報通信業,70歳～,-,-,-
2013,04,宮城県,H,運輸業，郵便業,年齢計,21.8,37.05,298.65
2013,04,宮城県,H,運輸業，郵便業,～19歳,14.02,12.22,180.46
2013,04,宮城県,H,運輸業，郵便業,20～24歳,18.64,24.35,248.03
2013,04,宮城県,H,運輸業，郵便業,25～29歳,20.09,24.58,265.66
2013,04,宮城県,H,運輸業，郵便業,30～34歳,21.99,37.56,301.44
2013,04,宮城県,H,運輸業，郵便業,35～39歳,23.87,30.32,316.76
2013,04,宮城県,H,運輸業，郵便業,40～44歳,22.22,36.01,302.65
2013,04,宮城県,H,運輸業，郵便業,45～49歳,22.51,37.31,307.43
2013,04,宮城県,H,運輸業，郵便業,50～54歳,26.02,61.56,373.8
2013,04,宮城県,H,運輸業，郵便業,55～59歳,23.86,57.43,343.75
2013,04,宮城県,H,運輸業，郵便業,60～64歳,17.61,19.4,230.72
2013,04,宮城県,H,運輸業，郵便業,65～69歳,15.43,14.69,199.85
2013,04,宮城県,H,運輸業，郵便業,70歳～,13.58,4.87,167.83
2013,04,宮城県,I,卸売業，小売業,年齢計,28.52,91.67,433.91
2013,04,宮城県,I,卸売業，小売業,～19歳,14.57,1.6,176.44
2013,04,宮城県,I,卸売業，小売業,20～24歳,18.79,26.35,251.83
2013,04,宮城県,I,卸売業，小売業,25～29歳,20.78,59.23,308.59
2013,04,宮城県,I,卸売業，小売業,30～34歳,23.05,68.69,345.29
2013,04,宮城県,I,卸売業，小売業,35～39歳,26.91,92.49,415.41
2013,04,宮城県,I,卸売業，小売業,40～44歳,32.39,121.81,510.49
2013,04,宮城県,I,卸売業，小売業,45～49歳,35.99,143.92,575.8
2013,04,宮城県,I,卸売業，小売業,50～54歳,32.3,105.19,492.79
2013,04,宮城県,I,卸売業，小売業,55～59歳,33.73,120.86,525.62
2013,04,宮城県,I,卸売業，小売業,60～64歳,25.74,39.67,348.55
2013,04,宮城県,I,卸売業，小売業,65～69歳,67.9,140.5,955.3
2013,04,宮城県,I,卸売業，小売業,70歳～,17.1,10,215.2
2013,04,宮城県,J,金融業，保険業,年齢計,33.99,130.78,538.66
2013,04,宮城県,J,金融業，保険業,～19歳,-,-,-
2013,04,宮城県,J,金融業，保険業,20～24歳,19.57,28.57,263.41
2013,04,宮城県,J,金融業，保険業,25～29歳,22.52,82.61,352.85
2013,04,宮城県,J,金融業，保険業,30～34歳,26.41,92.17,409.09
2013,04,宮城県,J,金融業，保険業,35～39歳,31.77,124.95,506.19
2013,04,宮城県,J,金融業，保険業,40～44歳,37.97,166.69,622.33
2013,04,宮城県,J,金融業，保険業,45～49歳,40.92,172.11,663.15
2013,04,宮城県,J,金融業，保険業,50～54歳,45.33,189.91,733.87
2013,04,宮城県,J,金融業，保険業,55～59歳,38.58,126.29,589.25
2013,04,宮城県,J,金融業，保険業,60～64歳,25.81,83.19,392.91
2013,04,宮城県,J,金融業，保険業,65～69歳,30.83,90.27,460.23
2013,04,宮城県,J,金融業，保険業,70歳～,-,-,-
2013,04,宮城県,K,不動産業，物品賃貸業,年齢計,32.78,101.49,494.85
2013,04,宮城県,K,不動産業，物品賃貸業,～19歳,15.2,11.67,194.07
2013,04,宮城県,K,不動産業，物品賃貸業,20～24歳,21.41,23.31,280.23
2013,04,宮城県,K,不動産業，物品賃貸業,25～29歳,23.22,80.75,359.39
2013,04,宮城県,K,不動産業，物品賃貸業,30～34歳,28.2,92.81,431.21
2013,04,宮城県,K,不動産業，物品賃貸業,35～39歳,32.55,105.91,496.51
2013,04,宮城県,K,不動産業，物品賃貸業,40～44歳,30.3,95.91,459.51
2013,04,宮城県,K,不動産業，物品賃貸業,45～49歳,44.36,143.3,675.62
2013,04,宮城県,K,不動産業，物品賃貸業,50～54歳,46.16,150.45,704.37
2013,04,宮城県,K,不動産業，物品賃貸業,55～59歳,45.78,159.72,709.08
2013,04,宮城県,K,不動産業，物品賃貸業,60～64歳,23.68,56.54,340.7
2013,04,宮城県,K,不動産業，物品賃貸業,65～69歳,15.69,6.37,194.65
2013,04,宮城県,K,不動産業，物品賃貸業,70歳～,16.05,12.7,205.3
2013,04,宮城県,L,学術研究，専門・技術サービス業,年齢計,37.74,102,554.88
2013,04,宮城県,L,学術研究，専門・技術サービス業,～19歳,16.25,40.32,235.32
2013,04,宮城県,L,学術研究，専門・技術サービス業,20～24歳,19.53,35.65,270.01
2013,04,宮城県,L,学術研究，専門・技術サービス業,25～29歳,24.83,43.93,341.89
2013,04,宮城県,L,学術研究，専門・技術サービス業,30～34歳,32.18,69.07,455.23
2013,04,宮城県,L,学術研究，専門・技術サービス業,35～39歳,34.59,82.43,497.51
2013,04,宮城県,L,学術研究，専門・技術サービス業,40～44歳,38.14,113.29,570.97
2013,04,宮城県,L,学術研究，専門・技術サービス業,45～49歳,40.52,107.31,593.55
2013,04,宮城県,L,学術研究，専門・技術サービス業,50～54歳,43.59,138.49,661.57
2013,04,宮城県,L,学術研究，専門・技術サービス業,55～59歳,53.23,161.35,800.11
2013,04,宮城県,L,学術研究，専門・技術サービス業,60～64歳,43.2,174.69,693.09
2013,04,宮城県,L,学術研究，専門・技術サービス業,65～69歳,64.74,153.04,929.92
2013,04,宮城県,L,学術研究，専門・技術サービス業,70歳～,14.62,45.33,220.77
2013,04,宮城県,M,宿泊業，飲食サービス業,年齢計,20.88,22.33,272.89
2013,04,宮城県,M,宿泊業，飲食サービス業,～19歳,13.41,0.47,161.39
2013,04,宮城県,M,宿泊業，飲食サービス業,20～24歳,17.01,9.96,214.08
2013,04,宮城県,M,宿泊業，飲食サービス業,25～29歳,18.7,20.06,244.46
2013,04,宮城県,M,宿泊業，飲食サービス業,30～34歳,22.28,32.26,299.62
2013,04,宮城県,M,宿泊業，飲食サービス業,35～39歳,21.08,21.37,274.33
2013,04,宮城県,M,宿泊業，飲食サービス業,40～44歳,23.94,32.43,319.71
2013,04,宮城県,M,宿泊業，飲食サービス業,45～49歳,24.17,26.62,316.66
2013,04,宮城県,M,宿泊業，飲食サービス業,50～54歳,23.71,33.87,318.39
2013,04,宮城県,M,宿泊業，飲食サービス業,55～59歳,23.07,26.6,303.44
2013,04,宮城県,M,宿泊業，飲食サービス業,60～64歳,18.59,9.49,232.57
2013,04,宮城県,M,宿泊業，飲食サービス業,65～69歳,17.37,3.36,211.8
2013,04,宮城県,M,宿泊業，飲食サービス業,70歳～,15.13,0.31,181.87
2013,04,宮城県,N,生活関連サービス業，娯楽業,年齢計,24,39.71,327.71
2013,04,宮城県,N,生活関連サービス業，娯楽業,～19歳,15.37,1.83,186.27
2013,04,宮城県,N,生活関連サービス業，娯楽業,20～24歳,18.08,11.93,228.89
2013,04,宮城県,N,生活関連サービス業，娯楽業,25～29歳,20.35,31.26,275.46
2013,04,宮城県,N,生活関連サービス業，娯楽業,30～34歳,22.51,31.5,301.62
2013,04,宮城県,N,生活関連サービス業，娯楽業,35～39歳,26.5,47.82,365.82
2013,04,宮城県,N,生活関連サービス業，娯楽業,40～44歳,27.14,63.6,389.28
2013,04,宮城県,N,生活関連サービス業，娯楽業,45～49歳,29.6,52.56,407.76
2013,04,宮城県,N,生活関連サービス業，娯楽業,50～54歳,32.15,55.59,441.39
2013,04,宮城県,N,生活関連サービス業，娯楽業,55～59歳,26.26,51.45,366.57
2013,04,宮城県,N,生活関連サービス業，娯楽業,60～64歳,20.77,28.27,277.51
2013,04,宮城県,N,生活関連サービス業，娯楽業,65～69歳,18.19,42.95,261.23
2013,04,宮城県,N,生活関連サービス業，娯楽業,70歳～,-,-,-
2013,04,宮城県,O,教育，学習支援業,年齢計,34.58,112.93,527.89
2013,04,宮城県,O,教育，学習支援業,～19歳,12.51,15,165.12
2013,04,宮城県,O,教育，学習支援業,20～24歳,18.19,23.71,241.99
2013,04,宮城県,O,教育，学習支援業,25～29歳,21.54,31.49,289.97
2013,04,宮城県,O,教育，学習支援業,30～34歳,27.02,62.3,386.54
2013,04,宮城県,O,教育，学習支援業,35～39歳,29.95,83.47,442.87
2013,04,宮城県,O,教育，学習支援業,40～44歳,36.15,120.85,554.65
2013,04,宮城県,O,教育，学習支援業,45～49歳,39.08,139.64,608.6
2013,04,宮城県,O,教育，学習支援業,50～54歳,45,172.22,712.22
2013,04,宮城県,O,教育，学習支援業,55～59歳,47.34,176.62,744.7
2013,04,宮城県,O,教育，学習支援業,60～64歳,37.99,154.81,610.69
2013,04,宮城県,O,教育，学習支援業,65～69歳,33.65,116,519.8
2013,04,宮城県,O,教育，学習支援業,70歳～,35.25,192.12,615.12
2013,04,宮城県,P,医療，福祉,年齢計,26.74,47.3,368.18
2013,04,宮城県,P,医療，福祉,～19歳,17.78,9.9,223.26
2013,04,宮城県,P,医療，福祉,20～24歳,18.69,22.36,246.64
2013,04,宮城県,P,医療，福祉,25～29歳,21.03,33.66,286.02
2013,04,宮城県,P,医療，福祉,30～34歳,24.22,43.07,333.71
2013,04,宮城県,P,医療，福祉,35～39歳,28.75,42.01,387.01
2013,04,宮城県,P,医療，福祉,40～44歳,26.29,47.43,362.91
2013,04,宮城県,P,医療，福祉,45～49歳,26.23,61.89,376.65
2013,04,宮城県,P,医療，福祉,50～54歳,38.75,67.4,532.4
2013,04,宮城県,P,医療，福祉,55～59歳,31.08,53.29,426.25
2013,04,宮城県,P,医療，福祉,60～64歳,33.72,110.12,514.76
2013,04,宮城県,P,医療，福祉,65～69歳,20.15,10.79,252.59
2013,04,宮城県,P,医療，福祉,70歳～,25.19,46.11,348.39
2013,04,宮城県,Q,複合サービス事業,年齢計,27.13,71.31,396.87
2013,04,宮城県,Q,複合サービス事業,～19歳,13.64,12.08,175.76
2013,04,宮城県,Q,複合サービス事業,20～24歳,16.27,31.01,226.25
2013,04,宮城県,Q,複合サービス事業,25～29歳,18.28,44.17,263.53
2013,04,宮城県,Q,複合サービス事業,30～34歳,22.32,57.11,324.95
2013,04,宮城県,Q,複合サービス事業,35～39歳,27.42,77.56,406.6
2013,04,宮城県,Q,複合サービス事業,40～44歳,30.22,78.14,440.78
2013,04,宮城県,Q,複合サービス事業,45～49歳,33.38,93.31,493.87
2013,04,宮城県,Q,複合サービス事業,50～54歳,35.26,96.98,520.1
2013,04,宮城県,Q,複合サービス事業,55～59歳,34.39,94.82,507.5
2013,04,宮城県,Q,複合サービス事業,60～64歳,22.26,42.26,309.38
2013,04,宮城県,Q,複合サービス事業,65～69歳,-,-,-
2013,04,宮城県,Q,複合サービス事業,70歳～,-,-,-
2013,04,宮城県,R,サービス業（他に分類されないもの）,年齢計,21.82,38.9,300.74
2013,04,宮城県,R,サービス業（他に分類されないもの）,～19歳,15.4,1.59,186.39
2013,04,宮城県,R,サービス業（他に分類されないもの）,20～24歳,15.99,11.23,203.11
2013,04,宮城県,R,サービス業（他に分類されないもの）,25～29歳,18.51,20.71,242.83
2013,04,宮城県,R,サービス業（他に分類されないもの）,30～34歳,20.83,33.66,283.62
2013,04,宮城県,R,サービス業（他に分類されないもの）,35～39歳,22.69,47.36,319.64
2013,04,宮城県,R,サービス業（他に分類されないもの）,40～44歳,23.45,51.06,332.46
2013,04,宮城県,R,サービス業（他に分類されないもの）,45～49歳,24.3,49.21,340.81
2013,04,宮城県,R,サービス業（他に分類されないもの）,50～54歳,24.22,54.42,345.06
2013,04,宮城県,R,サービス業（他に分類されないもの）,55～59歳,25.68,54.3,362.46
2013,04,宮城県,R,サービス業（他に分類されないもの）,60～64歳,19.91,23.45,262.37
2013,04,宮城県,R,サービス業（他に分類されないもの）,65～69歳,16.94,12.39,215.67
2013,04,宮城県,R,サービス業（他に分類されないもの）,70歳～,15.64,9.99,197.67
2013,05,秋田県,C,鉱業，採石業，砂利採取業,年齢計,28.11,96.97,434.29
2013,05,秋田県,C,鉱業，採石業，砂利採取業,～19歳,-,-,-
2013,05,秋田県,C,鉱業，採石業，砂利採取業,20～24歳,21.98,111.09,374.85
2013,05,秋田県,C,鉱業，採石業，砂利採取業,25～29歳,20.71,62.8,311.32
2013,05,秋田県,C,鉱業，採石業，砂利採取業,30～34歳,20.58,20.21,267.17
2013,05,秋田県,C,鉱業，採石業，砂利採取業,35～39歳,27.29,87.99,415.47
2013,05,秋田県,C,鉱業，採石業，砂利採取業,40～44歳,23.37,60.79,341.23
2013,05,秋田県,C,鉱業，採石業，砂利採取業,45～49歳,32.57,126.62,517.46
2013,05,秋田県,C,鉱業，採石業，砂利採取業,50～54歳,36.65,168.74,608.54
2013,05,秋田県,C,鉱業，採石業，砂利採取業,55～59歳,37.21,168.26,614.78
2013,05,秋田県,C,鉱業，採石業，砂利採取業,60～64歳,21.68,38.76,298.92
2013,05,秋田県,C,鉱業，採石業，砂利採取業,65～69歳,20.06,1.73,242.45
2013,05,秋田県,C,鉱業，採石業，砂利採取業,70歳～,-,-,-
2013,05,秋田県,D,建設業,年齢計,24.46,25.23,318.75
2013,05,秋田県,D,建設業,～19歳,14.23,5.21,175.97
2013,05,秋田県,D,建設業,20～24歳,16.25,9.71,204.71
2013,05,秋田県,D,建設業,25～29歳,19.63,19.9,255.46
2013,05,秋田県,D,建設業,30～34歳,21.67,20.47,280.51
2013,05,秋田県,D,建設業,35～39歳,25.01,25.01,325.13
2013,05,秋田県,D,建設業,40～44歳,25.5,27.62,333.62
2013,05,秋田県,D,建設業,45～49歳,26.67,41.29,361.33
2013,05,秋田県,D,建設業,50～54歳,30.51,30.2,396.32
2013,05,秋田県,D,建設業,55～59歳,25.88,20.99,331.55
2013,05,秋田県,D,建設業,60～64歳,25.12,33.03,334.47
2013,05,秋田県,D,建設業,65～69歳,20.52,16.93,263.17
2013,05,秋田県,D,建設業,70歳～,17.39,0,208.68
2013,05,秋田県,E,製造業,年齢計,21.39,47.55,304.23
2013,05,秋田県,E,製造業,～19歳,14.82,11.43,189.27
2013,05,秋田県,E,製造業,20～24歳,16.37,36.57,233.01
2013,05,秋田県,E,製造業,25～29歳,18.01,39.89,256.01
2013,05,秋田県,E,製造業,30～34歳,19.61,40.25,275.57
2013,05,秋田県,E,製造業,35～39歳,20.88,45.8,296.36
2013,05,秋田県,E,製造業,40～44歳,21.97,48.78,312.42
2013,05,秋田県,E,製造業,45～49歳,24.39,60.24,352.92
2013,05,秋田県,E,製造業,50～54歳,25.33,64.95,368.91
2013,05,秋田県,E,製造業,55～59歳,23.22,51.78,330.42
2013,05,秋田県,E,製造業,60～64歳,16.83,17.7,219.66
2013,05,秋田県,E,製造業,65～69歳,16.5,4.2,202.2
2013,05,秋田県,E,製造業,70歳～,20.26,6.46,249.58
2013,05,秋田県,F,電気・ガス・熱供給・水道業,年齢計,35.83,114.99,544.95
2013,05,秋田県,F,電気・ガス・熱供給・水道業,～19歳,17.2,24.34,230.74
2013,05,秋田県,F,電気・ガス・熱供給・水道業,20～24歳,20.93,68.32,319.48
2013,05,秋田県,F,電気・ガス・熱供給・水道業,25～29歳,25.43,80.58,385.74
2013,05,秋田県,F,電気・ガス・熱供給・水道業,30～34歳,29.79,95.69,453.17
2013,05,秋田県,F,電気・ガス・熱供給・水道業,35～39歳,35,112.98,532.98
2013,05,秋田県,F,電気・ガス・熱供給・水道業,40～44歳,42.57,141.51,652.35
2013,05,秋田県,F,電気・ガス・熱供給・水道業,45～49歳,49.91,153.37,752.29
2013,05,秋田県,F,電気・ガス・熱供給・水道業,50～54歳,49.15,162.1,751.9
2013,05,秋田県,F,電気・ガス・熱供給・水道業,55～59歳,49.29,188.12,779.6
2013,05,秋田県,F,電気・ガス・熱供給・水道業,60～64歳,17.27,43.19,250.43
2013,05,秋田県,F,電気・ガス・熱供給・水道業,65～69歳,38.14,0,457.68
2013,05,秋田県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2013,05,秋田県,G,情報通信業,年齢計,28.83,92.7,438.66
2013,05,秋田県,G,情報通信業,～19歳,-,-,-
2013,05,秋田県,G,情報通信業,20～24歳,19.44,26.85,260.13
2013,05,秋田県,G,情報通信業,25～29歳,21.88,53.84,316.4
2013,05,秋田県,G,情報通信業,30～34歳,23.76,70.87,355.99
2013,05,秋田県,G,情報通信業,35～39歳,26.12,88.01,401.45
2013,05,秋田県,G,情報通信業,40～44歳,30.1,95.1,456.3
2013,05,秋田県,G,情報通信業,45～49歳,34.3,122.78,534.38
2013,05,秋田県,G,情報通信業,50～54歳,37.78,133.35,586.71
2013,05,秋田県,G,情報通信業,55～59歳,40.98,153.36,645.12
2013,05,秋田県,G,情報通信業,60～64歳,20.67,64.56,312.6
2013,05,秋田県,G,情報通信業,65～69歳,-,-,-
2013,05,秋田県,G,情報通信業,70歳～,-,-,-
2013,05,秋田県,H,運輸業，郵便業,年齢計,24.05,51.97,340.57
2013,05,秋田県,H,運輸業，郵便業,～19歳,15.7,11.24,199.64
2013,05,秋田県,H,運輸業，郵便業,20～24歳,18.34,39.86,259.94
2013,05,秋田県,H,運輸業，郵便業,25～29歳,21.67,48.84,308.88
2013,05,秋田県,H,運輸業，郵便業,30～34歳,21.92,62.62,325.66
2013,05,秋田県,H,運輸業，郵便業,35～39歳,23.11,43.85,321.17
2013,05,秋田県,H,運輸業，郵便業,40～44歳,22.68,35.26,307.42
2013,05,秋田県,H,運輸業，郵便業,45～49歳,28.6,49.86,393.06
2013,05,秋田県,H,運輸業，郵便業,50～54歳,29.06,83.91,432.63
2013,05,秋田県,H,運輸業，郵便業,55～59歳,26.51,74.89,393.01
2013,05,秋田県,H,運輸業，郵便業,60～64歳,17.05,13.94,218.54
2013,05,秋田県,H,運輸業，郵便業,65～69歳,15.95,4.06,195.46
2013,05,秋田県,H,運輸業，郵便業,70歳～,13.57,0,162.84
2013,05,秋田県,I,卸売業，小売業,年齢計,23,48.73,324.73
2013,05,秋田県,I,卸売業，小売業,～19歳,15.12,13.31,194.75
2013,05,秋田県,I,卸売業，小売業,20～24歳,16.85,27.05,229.25
2013,05,秋田県,I,卸売業，小売業,25～29歳,18.09,36.53,253.61
2013,05,秋田県,I,卸売業，小売業,30～34歳,20.25,45.51,288.51
2013,05,秋田県,I,卸売業，小売業,35～39歳,22.95,56.28,331.68
2013,05,秋田県,I,卸売業，小売業,40～44歳,24.35,53.36,345.56
2013,05,秋田県,I,卸売業，小売業,45～49歳,25.65,65.07,372.87
2013,05,秋田県,I,卸売業，小売業,50～54歳,27.69,55.29,387.57
2013,05,秋田県,I,卸売業，小売業,55～59歳,27.09,53.77,378.85
2013,05,秋田県,I,卸売業，小売業,60～64歳,19.18,22.65,252.81
2013,05,秋田県,I,卸売業，小売業,65～69歳,15.85,1.76,191.96
2013,05,秋田県,I,卸売業，小売業,70歳～,25.25,31.85,334.85
2013,05,秋田県,J,金融業，保険業,年齢計,31.72,108.82,489.46
2013,05,秋田県,J,金融業，保険業,～19歳,13.44,10.4,171.68
2013,05,秋田県,J,金融業，保険業,20～24歳,18.17,42.35,260.39
2013,05,秋田県,J,金融業，保険業,25～29歳,20.5,73.74,319.74
2013,05,秋田県,J,金融業，保険業,30～34歳,24.27,79.86,371.1
2013,05,秋田県,J,金融業，保険業,35～39歳,28.69,100.83,445.11
2013,05,秋田県,J,金融業，保険業,40～44歳,32.54,121.76,512.24
2013,05,秋田県,J,金融業，保険業,45～49歳,40.98,157.8,649.56
2013,05,秋田県,J,金融業，保険業,50～54歳,39.31,133.6,605.32
2013,05,秋田県,J,金融業，保険業,55～59歳,36.77,117.7,558.94
2013,05,秋田県,J,金融業，保険業,60～64歳,26.65,63.91,383.71
2013,05,秋田県,J,金融業，保険業,65～69歳,30.8,87.33,456.93
2013,05,秋田県,J,金融業，保険業,70歳～,38,0,456
2013,05,秋田県,K,不動産業，物品賃貸業,年齢計,23.48,49.95,331.71
2013,05,秋田県,K,不動産業，物品賃貸業,～19歳,14.98,3.41,183.17
2013,05,秋田県,K,不動産業，物品賃貸業,20～24歳,19.88,21.9,260.46
2013,05,秋田県,K,不動産業，物品賃貸業,25～29歳,17.58,40.81,251.77
2013,05,秋田県,K,不動産業，物品賃貸業,30～34歳,20.59,40.66,287.74
2013,05,秋田県,K,不動産業，物品賃貸業,35～39歳,26.24,56.44,371.32
2013,05,秋田県,K,不動産業，物品賃貸業,40～44歳,25.46,65.02,370.54
2013,05,秋田県,K,不動産業，物品賃貸業,45～49歳,24.14,54.98,344.66
2013,05,秋田県,K,不動産業，物品賃貸業,50～54歳,25.84,63.28,373.36
2013,05,秋田県,K,不動産業，物品賃貸業,55～59歳,28.38,58.6,399.16
2013,05,秋田県,K,不動産業，物品賃貸業,60～64歳,20.85,46.68,296.88
2013,05,秋田県,K,不動産業，物品賃貸業,65～69歳,20.7,13.68,262.08
2013,05,秋田県,K,不動産業，物品賃貸業,70歳～,16.2,37.27,231.67
2013,05,秋田県,L,学術研究，専門・技術サービス業,年齢計,29.19,102.54,452.82
2013,05,秋田県,L,学術研究，専門・技術サービス業,～19歳,17.66,50.44,262.36
2013,05,秋田県,L,学術研究，専門・技術サービス業,20～24歳,20.13,86.38,327.94
2013,05,秋田県,L,学術研究，専門・技術サービス業,25～29歳,20.14,73.46,315.14
2013,05,秋田県,L,学術研究，専門・技術サービス業,30～34歳,22.89,43.32,318
2013,05,秋田県,L,学術研究，専門・技術サービス業,35～39歳,28.73,135.69,480.45
2013,05,秋田県,L,学術研究，専門・技術サービス業,40～44歳,27.51,92.25,422.37
2013,05,秋田県,L,学術研究，専門・技術サービス業,45～49歳,28.85,87.03,433.23
2013,05,秋田県,L,学術研究，専門・技術サービス業,50～54歳,36.71,153.46,593.98
2013,05,秋田県,L,学術研究，専門・技術サービス業,55～59歳,40.77,153.62,642.86
2013,05,秋田県,L,学術研究，専門・技術サービス業,60～64歳,25.21,79.54,382.06
2013,05,秋田県,L,学術研究，専門・技術サービス業,65～69歳,29.47,44.03,397.67
2013,05,秋田県,L,学術研究，専門・技術サービス業,70歳～,26.97,38.22,361.86
2013,05,秋田県,M,宿泊業，飲食サービス業,年齢計,18,11.33,227.33
2013,05,秋田県,M,宿泊業，飲食サービス業,～19歳,13.93,0.87,168.03
2013,05,秋田県,M,宿泊業，飲食サービス業,20～24歳,14.43,6.49,179.65
2013,05,秋田県,M,宿泊業，飲食サービス業,25～29歳,16.82,12.67,214.51
2013,05,秋田県,M,宿泊業，飲食サービス業,30～34歳,17.34,12.07,220.15
2013,05,秋田県,M,宿泊業，飲食サービス業,35～39歳,18.42,10.93,231.97
2013,05,秋田県,M,宿泊業，飲食サービス業,40～44歳,19.07,12.7,241.54
2013,05,秋田県,M,宿泊業，飲食サービス業,45～49歳,20.59,19.83,266.91
2013,05,秋田県,M,宿泊業，飲食サービス業,50～54歳,18.9,11.09,237.89
2013,05,秋田県,M,宿泊業，飲食サービス業,55～59歳,20.14,12.44,254.12
2013,05,秋田県,M,宿泊業，飲食サービス業,60～64歳,16.27,6.33,201.57
2013,05,秋田県,M,宿泊業，飲食サービス業,65～69歳,15.06,1.35,182.07
2013,05,秋田県,M,宿泊業，飲食サービス業,70歳～,11.38,0,136.56
