集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2014,06,山形県,I,卸売業，小売業,55～59歳,31.64,77.4,457.08
2014,06,山形県,I,卸売業，小売業,60～64歳,20.25,28.14,271.14
2014,06,山形県,I,卸売業，小売業,65～69歳,19.17,14.46,244.5
2014,06,山形県,I,卸売業，小売業,70歳～,13.59,5.19,168.27
2014,06,山形県,J,金融業，保険業,年齢計,27.81,80.69,414.41
2014,06,山形県,J,金融業，保険業,～19歳,15.18,5.05,187.21
2014,06,山形県,J,金融業，保険業,20～24歳,18.4,30.66,251.46
2014,06,山形県,J,金融業，保険業,25～29歳,20.72,65.09,313.73
2014,06,山形県,J,金融業，保険業,30～34歳,22.73,69.47,342.23
2014,06,山形県,J,金融業，保険業,35～39歳,25.17,75.65,377.69
2014,06,山形県,J,金融業，保険業,40～44歳,28.02,79.67,415.91
2014,06,山形県,J,金融業，保険業,45～49歳,33.41,104.99,505.91
2014,06,山形県,J,金融業，保険業,50～54歳,34.04,107.42,515.9
2014,06,山形県,J,金融業，保険業,55～59歳,32.88,94.31,488.87
2014,06,山形県,J,金融業，保険業,60～64歳,24.47,65.7,359.34
2014,06,山形県,J,金融業，保険業,65～69歳,38.45,83.11,544.51
2014,06,山形県,J,金融業，保険業,70歳～,29.59,60.84,415.92
2014,06,山形県,K,不動産業，物品賃貸業,年齢計,21.9,39.42,302.22
2014,06,山形県,K,不動産業，物品賃貸業,～19歳,16.2,0,194.4
2014,06,山形県,K,不動産業，物品賃貸業,20～24歳,15.98,18.44,210.2
2014,06,山形県,K,不動産業，物品賃貸業,25～29歳,18.28,23.3,242.66
2014,06,山形県,K,不動産業，物品賃貸業,30～34歳,20.95,44.03,295.43
2014,06,山形県,K,不動産業，物品賃貸業,35～39歳,23.05,44.49,321.09
2014,06,山形県,K,不動産業，物品賃貸業,40～44歳,22.69,49.67,321.95
2014,06,山形県,K,不動産業，物品賃貸業,45～49歳,24.97,47.99,347.63
2014,06,山形県,K,不動産業，物品賃貸業,50～54歳,26.38,51.99,368.55
2014,06,山形県,K,不動産業，物品賃貸業,55～59歳,27.54,55.87,386.35
2014,06,山形県,K,不動産業，物品賃貸業,60～64歳,19.85,16.82,255.02
2014,06,山形県,K,不動産業，物品賃貸業,65～69歳,19.52,29.57,263.81
2014,06,山形県,K,不動産業，物品賃貸業,70歳～,15.01,27,207.12
2014,06,山形県,L,学術研究，専門・技術サービス業,年齢計,28.4,88.67,429.47
2014,06,山形県,L,学術研究，専門・技術サービス業,～19歳,-,-,-
2014,06,山形県,L,学術研究，専門・技術サービス業,20～24歳,16.62,19.72,219.16
2014,06,山形県,L,学術研究，専門・技術サービス業,25～29歳,20.75,57.02,306.02
2014,06,山形県,L,学術研究，専門・技術サービス業,30～34歳,19.9,51.58,290.38
2014,06,山形県,L,学術研究，専門・技術サービス業,35～39歳,25.24,78.57,381.45
2014,06,山形県,L,学術研究，専門・技術サービス業,40～44歳,26.53,95.38,413.74
2014,06,山形県,L,学術研究，専門・技術サービス業,45～49歳,29.95,99.1,458.5
2014,06,山形県,L,学術研究，専門・技術サービス業,50～54歳,35.33,122.49,546.45
2014,06,山形県,L,学術研究，専門・技術サービス業,55～59歳,43.78,145.29,670.65
2014,06,山形県,L,学術研究，専門・技術サービス業,60～64歳,33.6,95.56,498.76
2014,06,山形県,L,学術研究，専門・技術サービス業,65～69歳,38.07,68.8,525.64
2014,06,山形県,L,学術研究，専門・技術サービス業,70歳～,22.61,79.9,351.22
2014,06,山形県,M,宿泊業，飲食サービス業,年齢計,19.2,13.49,243.89
2014,06,山形県,M,宿泊業，飲食サービス業,～19歳,14.71,1.96,178.48
2014,06,山形県,M,宿泊業，飲食サービス業,20～24歳,15.46,7.44,192.96
2014,06,山形県,M,宿泊業，飲食サービス業,25～29歳,17.41,11.39,220.31
2014,06,山形県,M,宿泊業，飲食サービス業,30～34歳,19.75,18.39,255.39
2014,06,山形県,M,宿泊業，飲食サービス業,35～39歳,20.55,17.88,264.48
2014,06,山形県,M,宿泊業，飲食サービス業,40～44歳,19.61,15.35,250.67
2014,06,山形県,M,宿泊業，飲食サービス業,45～49歳,21.43,16.02,273.18
2014,06,山形県,M,宿泊業，飲食サービス業,50～54歳,22.67,18.92,290.96
2014,06,山形県,M,宿泊業，飲食サービス業,55～59歳,21.62,18.16,277.6
2014,06,山形県,M,宿泊業，飲食サービス業,60～64歳,18.32,4.72,224.56
2014,06,山形県,M,宿泊業，飲食サービス業,65～69歳,14.94,0.78,180.06
2014,06,山形県,M,宿泊業，飲食サービス業,70歳～,12.5,0.12,150.12
2014,06,山形県,N,生活関連サービス業，娯楽業,年齢計,21.65,26.59,286.39
2014,06,山形県,N,生活関連サービス業，娯楽業,～19歳,15.68,2.76,190.92
2014,06,山形県,N,生活関連サービス業，娯楽業,20～24歳,18.19,14.3,232.58
2014,06,山形県,N,生活関連サービス業，娯楽業,25～29歳,19.72,22.93,259.57
2014,06,山形県,N,生活関連サービス業，娯楽業,30～34歳,22.11,29.52,294.84
2014,06,山形県,N,生活関連サービス業，娯楽業,35～39歳,24.28,32.71,324.07
2014,06,山形県,N,生活関連サービス業，娯楽業,40～44歳,23.01,28.31,304.43
2014,06,山形県,N,生活関連サービス業，娯楽業,45～49歳,22.69,30.77,303.05
2014,06,山形県,N,生活関連サービス業，娯楽業,50～54歳,22.93,30.79,305.95
2014,06,山形県,N,生活関連サービス業，娯楽業,55～59歳,23.42,27.31,308.35
2014,06,山形県,N,生活関連サービス業，娯楽業,60～64歳,19.15,24.23,254.03
2014,06,山形県,N,生活関連サービス業，娯楽業,65～69歳,15.96,22.54,214.06
2014,06,山形県,N,生活関連サービス業，娯楽業,70歳～,14.19,0,170.28
2014,06,山形県,O,教育，学習支援業,年齢計,33.06,94.25,490.97
2014,06,山形県,O,教育，学習支援業,～19歳,-,-,-
2014,06,山形県,O,教育，学習支援業,20～24歳,16.11,22.69,216.01
2014,06,山形県,O,教育，学習支援業,25～29歳,20.9,41.32,292.12
2014,06,山形県,O,教育，学習支援業,30～34歳,27.3,56.07,383.67
2014,06,山形県,O,教育，学習支援業,35～39歳,29.37,71.19,423.63
2014,06,山形県,O,教育，学習支援業,40～44歳,32.24,92.55,479.43
2014,06,山形県,O,教育，学習支援業,45～49歳,38.8,119.3,584.9
2014,06,山形県,O,教育，学習支援業,50～54歳,41.91,132.98,635.9
2014,06,山形県,O,教育，学習支援業,55～59歳,37.96,108.29,563.81
2014,06,山形県,O,教育，学習支援業,60～64歳,43.48,173.83,695.59
2014,06,山形県,O,教育，学習支援業,65～69歳,35.43,99.93,525.09
2014,06,山形県,O,教育，学習支援業,70歳～,21.9,3.72,266.52
2014,06,山形県,P,医療，福祉,年齢計,24.14,55.51,345.19
2014,06,山形県,P,医療，福祉,～19歳,15.78,11.4,200.76
2014,06,山形県,P,医療，福祉,20～24歳,18.61,25.2,248.52
2014,06,山形県,P,医療，福祉,25～29歳,20.38,39.32,283.88
2014,06,山形県,P,医療，福祉,30～34歳,22.05,52.51,317.11
2014,06,山形県,P,医療，福祉,35～39歳,23.79,59.8,345.28
2014,06,山形県,P,医療，福祉,40～44歳,24.65,64.53,360.33
2014,06,山形県,P,医療，福祉,45～49歳,28.5,66.91,408.91
2014,06,山形県,P,医療，福祉,50～54歳,29.7,72.39,428.79
2014,06,山形県,P,医療，福祉,55～59歳,26.29,70.11,385.59
2014,06,山形県,P,医療，福祉,60～64歳,25.65,56.16,363.96
2014,06,山形県,P,医療，福祉,65～69歳,46.65,73.94,633.74
2014,06,山形県,P,医療，福祉,70歳～,33.48,15.38,417.14
2014,06,山形県,Q,複合サービス事業,年齢計,24.13,60.2,349.76
2014,06,山形県,Q,複合サービス事業,～19歳,15.35,3.33,187.53
2014,06,山形県,Q,複合サービス事業,20～24歳,16.99,33.4,237.28
2014,06,山形県,Q,複合サービス事業,25～29歳,19.03,38.35,266.71
2014,06,山形県,Q,複合サービス事業,30～34歳,19.64,45,280.68
2014,06,山形県,Q,複合サービス事業,35～39歳,24.36,72.34,364.66
2014,06,山形県,Q,複合サービス事業,40～44歳,24.39,71.42,364.1
2014,06,山形県,Q,複合サービス事業,45～49歳,30.66,93.44,461.36
2014,06,山形県,Q,複合サービス事業,50～54歳,29.66,83.21,439.13
2014,06,山形県,Q,複合サービス事業,55～59歳,27.36,62.64,390.96
2014,06,山形県,Q,複合サービス事業,60～64歳,20.43,19.24,264.4
2014,06,山形県,Q,複合サービス事業,65～69歳,19.22,13.95,244.59
2014,06,山形県,Q,複合サービス事業,70歳～,23.64,0,283.68
2014,06,山形県,R,サービス業（他に分類されないもの）,年齢計,19.25,24.22,255.22
2014,06,山形県,R,サービス業（他に分類されないもの）,～19歳,14.29,1.07,172.55
2014,06,山形県,R,サービス業（他に分類されないもの）,20～24歳,16.44,11.17,208.45
2014,06,山形県,R,サービス業（他に分類されないもの）,25～29歳,16.52,15.76,214
2014,06,山形県,R,サービス業（他に分類されないもの）,30～34歳,18.37,20.62,241.06
2014,06,山形県,R,サービス業（他に分類されないもの）,35～39歳,18.71,21.84,246.36
2014,06,山形県,R,サービス業（他に分類されないもの）,40～44歳,19.6,26.54,261.74
2014,06,山形県,R,サービス業（他に分類されないもの）,45～49歳,19.93,29.63,268.79
2014,06,山形県,R,サービス業（他に分類されないもの）,50～54歳,21.17,35.01,289.05
2014,06,山形県,R,サービス業（他に分類されないもの）,55～59歳,22.34,32.91,300.99
2014,06,山形県,R,サービス業（他に分類されないもの）,60～64歳,17.98,19.98,235.74
2014,06,山形県,R,サービス業（他に分類されないもの）,65～69歳,19.18,9.22,239.38
2014,06,山形県,R,サービス業（他に分類されないもの）,70歳～,20.53,0,246.36
2014,07,福島県,C,鉱業，採石業，砂利採取業,年齢計,27.29,49.68,377.16
2014,07,福島県,C,鉱業，採石業，砂利採取業,～19歳,17.5,0,210
2014,07,福島県,C,鉱業，採石業，砂利採取業,20～24歳,26.04,1.1,313.58
2014,07,福島県,C,鉱業，採石業，砂利採取業,25～29歳,22.11,29.3,294.62
2014,07,福島県,C,鉱業，採石業，砂利採取業,30～34歳,22.73,49.17,321.93
2014,07,福島県,C,鉱業，採石業，砂利採取業,35～39歳,24.85,38.12,336.32
2014,07,福島県,C,鉱業，採石業，砂利採取業,40～44歳,25.86,51.05,361.37
2014,07,福島県,C,鉱業，採石業，砂利採取業,45～49歳,26.79,42.82,364.3
2014,07,福島県,C,鉱業，採石業，砂利採取業,50～54歳,31.74,65.48,446.36
2014,07,福島県,C,鉱業，採石業，砂利採取業,55～59歳,29.55,67.62,422.22
2014,07,福島県,C,鉱業，採石業，砂利採取業,60～64歳,26.71,41.95,362.47
2014,07,福島県,C,鉱業，採石業，砂利採取業,65～69歳,19.89,22.82,261.5
2014,07,福島県,C,鉱業，採石業，砂利採取業,70歳～,-,-,-
2014,07,福島県,D,建設業,年齢計,28.65,58.12,401.92
2014,07,福島県,D,建設業,～19歳,18.84,2.93,229.01
2014,07,福島県,D,建設業,20～24歳,19.46,38.01,271.53
2014,07,福島県,D,建設業,25～29歳,23.56,54.25,336.97
2014,07,福島県,D,建設業,30～34歳,25.82,62.08,371.92
2014,07,福島県,D,建設業,35～39歳,28.07,66.36,403.2
2014,07,福島県,D,建設業,40～44歳,30.17,77.18,439.22
2014,07,福島県,D,建設業,45～49歳,30.55,53.55,420.15
2014,07,福島県,D,建設業,50～54歳,30.27,94.35,457.59
2014,07,福島県,D,建設業,55～59歳,30.48,62.5,428.26
2014,07,福島県,D,建設業,60～64歳,36.59,48.88,487.96
2014,07,福島県,D,建設業,65～69歳,28.29,47.64,387.12
2014,07,福島県,D,建設業,70歳～,21.95,29.11,292.51
2014,07,福島県,E,製造業,年齢計,25.55,75.73,382.33
2014,07,福島県,E,製造業,～19歳,16.55,14.4,213
2014,07,福島県,E,製造業,20～24歳,18.81,45.08,270.8
2014,07,福島県,E,製造業,25～29歳,20.88,54.94,305.5
2014,07,福島県,E,製造業,30～34歳,22.52,62.75,332.99
2014,07,福島県,E,製造業,35～39歳,24.61,71.24,366.56
2014,07,福島県,E,製造業,40～44歳,28.23,90.8,429.56
2014,07,福島県,E,製造業,45～49歳,28.8,91.85,437.45
2014,07,福島県,E,製造業,50～54歳,29.73,94.18,450.94
2014,07,福島県,E,製造業,55～59歳,29.39,96.13,448.81
2014,07,福島県,E,製造業,60～64歳,22.01,47.66,311.78
2014,07,福島県,E,製造業,65～69歳,27.27,38.46,365.7
2014,07,福島県,E,製造業,70歳～,19.04,24.23,252.71
2014,07,福島県,F,電気・ガス・熱供給・水道業,年齢計,37.7,56.49,508.89
2014,07,福島県,F,電気・ガス・熱供給・水道業,～19歳,16.31,7.86,203.58
2014,07,福島県,F,電気・ガス・熱供給・水道業,20～24歳,20.44,28.4,273.68
2014,07,福島県,F,電気・ガス・熱供給・水道業,25～29歳,24.51,33.34,327.46
2014,07,福島県,F,電気・ガス・熱供給・水道業,30～34歳,26.88,55.49,378.05
2014,07,福島県,F,電気・ガス・熱供給・水道業,35～39歳,35.34,67.82,491.9
2014,07,福島県,F,電気・ガス・熱供給・水道業,40～44歳,43,93.03,609.03
2014,07,福島県,F,電気・ガス・熱供給・水道業,45～49歳,46.61,68.08,627.4
2014,07,福島県,F,電気・ガス・熱供給・水道業,50～54歳,53.87,45.15,691.59
2014,07,福島県,F,電気・ガス・熱供給・水道業,55～59歳,49.47,60.85,654.49
2014,07,福島県,F,電気・ガス・熱供給・水道業,60～64歳,23.24,46.1,324.98
2014,07,福島県,F,電気・ガス・熱供給・水道業,65～69歳,14.4,26.4,199.2
2014,07,福島県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2014,07,福島県,G,情報通信業,年齢計,31.29,92.83,468.31
2014,07,福島県,G,情報通信業,～19歳,16.88,3.39,205.95
2014,07,福島県,G,情報通信業,20～24歳,19.52,23.24,257.48
2014,07,福島県,G,情報通信業,25～29歳,22.11,60.97,326.29
2014,07,福島県,G,情報通信業,30～34歳,26.25,62.32,377.32
2014,07,福島県,G,情報通信業,35～39歳,29.21,76.04,426.56
2014,07,福島県,G,情報通信業,40～44歳,37.02,122.96,567.2
2014,07,福島県,G,情報通信業,45～49歳,39.21,131.94,602.46
2014,07,福島県,G,情報通信業,50～54歳,41.64,148.95,648.63
2014,07,福島県,G,情報通信業,55～59歳,39.58,139.49,614.45
2014,07,福島県,G,情報通信業,60～64歳,21.52,51.18,309.42
2014,07,福島県,G,情報通信業,65～69歳,29.4,35,387.8
2014,07,福島県,G,情報通信業,70歳～,-,-,-
2014,07,福島県,H,運輸業，郵便業,年齢計,23.22,51.45,330.09
2014,07,福島県,H,運輸業，郵便業,～19歳,16.29,1.54,197.02
2014,07,福島県,H,運輸業，郵便業,20～24歳,18.63,26.38,249.94
2014,07,福島県,H,運輸業，郵便業,25～29歳,21.84,49.07,311.15
2014,07,福島県,H,運輸業，郵便業,30～34歳,20.32,34.04,277.88
2014,07,福島県,H,運輸業，郵便業,35～39歳,22.41,46.13,315.05
2014,07,福島県,H,運輸業，郵便業,40～44歳,23.13,45.88,323.44
2014,07,福島県,H,運輸業，郵便業,45～49歳,24.66,53.48,349.4
2014,07,福島県,H,運輸業，郵便業,50～54歳,28.27,88.65,427.89
2014,07,福島県,H,運輸業，郵便業,55～59歳,27.16,79.59,405.51
2014,07,福島県,H,運輸業，郵便業,60～64歳,19.52,26.95,261.19
2014,07,福島県,H,運輸業，郵便業,65～69歳,19.11,24.41,253.73
2014,07,福島県,H,運輸業，郵便業,70歳～,-,-,-
2014,07,福島県,I,卸売業，小売業,年齢計,24.38,59.02,351.58
2014,07,福島県,I,卸売業，小売業,～19歳,16.62,11.36,210.8
2014,07,福島県,I,卸売業，小売業,20～24歳,18.3,24.98,244.58
2014,07,福島県,I,卸売業，小売業,25～29歳,19.69,48.19,284.47
2014,07,福島県,I,卸売業，小売業,30～34歳,22.63,54.97,326.53
2014,07,福島県,I,卸売業，小売業,35～39歳,25.44,64.66,369.94
2014,07,福島県,I,卸売業，小売業,40～44歳,27.32,74.49,402.33
2014,07,福島県,I,卸売業，小売業,45～49歳,26.24,69.39,384.27
2014,07,福島県,I,卸売業，小売業,50～54歳,27.17,63.78,389.82
2014,07,福島県,I,卸売業，小売業,55～59歳,26.69,63.36,383.64
2014,07,福島県,I,卸売業，小売業,60～64歳,23.07,51.59,328.43
2014,07,福島県,I,卸売業，小売業,65～69歳,18.44,40,261.28
2014,07,福島県,I,卸売業，小売業,70歳～,19.57,50.64,285.48
2014,07,福島県,J,金融業，保険業,年齢計,31.82,155.63,537.47
2014,07,福島県,J,金融業，保険業,～19歳,13.54,24.53,187.01
2014,07,福島県,J,金融業，保険業,20～24歳,19.13,28.49,258.05
2014,07,福島県,J,金融業，保険業,25～29歳,22.22,87.34,353.98
2014,07,福島県,J,金融業，保険業,30～34歳,23.66,114.86,398.78
2014,07,福島県,J,金融業，保険業,35～39歳,23.07,113.36,390.2
2014,07,福島県,J,金融業，保険業,40～44歳,32.23,183.33,570.09
2014,07,福島県,J,金融業，保険業,45～49歳,37.69,166.62,618.9
2014,07,福島県,J,金融業，保険業,50～54歳,41.51,195.42,693.54
2014,07,福島県,J,金融業，保険業,55～59歳,39.7,178.93,655.33
2014,07,福島県,J,金融業，保険業,60～64歳,35.8,291.08,720.68
2014,07,福島県,J,金融業，保険業,65～69歳,43.72,419.36,944
2014,07,福島県,J,金融業，保険業,70歳～,-,-,-
2014,07,福島県,K,不動産業，物品賃貸業,年齢計,28.46,63.09,404.61
2014,07,福島県,K,不動産業，物品賃貸業,～19歳,14.98,0,179.76
2014,07,福島県,K,不動産業，物品賃貸業,20～24歳,18.54,12.58,235.06
2014,07,福島県,K,不動産業，物品賃貸業,25～29歳,20.87,58.12,308.56
2014,07,福島県,K,不動産業，物品賃貸業,30～34歳,26.78,59.78,381.14
2014,07,福島県,K,不動産業，物品賃貸業,35～39歳,27.76,67.41,400.53
2014,07,福島県,K,不動産業，物品賃貸業,40～44歳,30.02,83.93,444.17
2014,07,福島県,K,不動産業，物品賃貸業,45～49歳,33.83,90.21,496.17
2014,07,福島県,K,不動産業，物品賃貸業,50～54歳,31.43,72.78,449.94
2014,07,福島県,K,不動産業，物品賃貸業,55～59歳,35.8,68.07,497.67
2014,07,福島県,K,不動産業，物品賃貸業,60～64歳,26.74,32.86,353.74
2014,07,福島県,K,不動産業，物品賃貸業,65～69歳,29.22,49.12,399.76
2014,07,福島県,K,不動産業，物品賃貸業,70歳～,-,-,-
2014,07,福島県,L,学術研究，専門・技術サービス業,年齢計,31.6,105.01,484.21
2014,07,福島県,L,学術研究，専門・技術サービス業,～19歳,17.38,23.81,232.37
2014,07,福島県,L,学術研究，専門・技術サービス業,20～24歳,19.81,45.74,283.46
2014,07,福島県,L,学術研究，専門・技術サービス業,25～29歳,21.51,58.08,316.2
2014,07,福島県,L,学術研究，専門・技術サービス業,30～34歳,24.9,70.13,368.93
2014,07,福島県,L,学術研究，専門・技術サービス業,35～39歳,27.28,84.85,412.21
2014,07,福島県,L,学術研究，専門・技術サービス業,40～44歳,31.28,98.53,473.89
2014,07,福島県,L,学術研究，専門・技術サービス業,45～49歳,35.14,133.72,555.4
2014,07,福島県,L,学術研究，専門・技術サービス業,50～54歳,40.46,144.75,630.27
2014,07,福島県,L,学術研究，専門・技術サービス業,55～59歳,45.4,156.04,700.84
2014,07,福島県,L,学術研究，専門・技術サービス業,60～64歳,32.83,132.21,526.17
2014,07,福島県,L,学術研究，専門・技術サービス業,65～69歳,-,-,-
2014,07,福島県,L,学術研究，専門・技術サービス業,70歳～,-,-,-
2014,07,福島県,M,宿泊業，飲食サービス業,年齢計,21.81,24.42,286.14
2014,07,福島県,M,宿泊業，飲食サービス業,～19歳,16.13,6.57,200.13
2014,07,福島県,M,宿泊業，飲食サービス業,20～24歳,17.49,12.14,222.02
2014,07,福島県,M,宿泊業，飲食サービス業,25～29歳,18.84,23.37,249.45
2014,07,福島県,M,宿泊業，飲食サービス業,30～34歳,21.25,25.36,280.36
2014,07,福島県,M,宿泊業，飲食サービス業,35～39歳,24.21,31.82,322.34
2014,07,福島県,M,宿泊業，飲食サービス業,40～44歳,23.74,29.17,314.05
2014,07,福島県,M,宿泊業，飲食サービス業,45～49歳,26.25,39.13,354.13
2014,07,福島県,M,宿泊業，飲食サービス業,50～54歳,25.18,31.85,334.01
2014,07,福島県,M,宿泊業，飲食サービス業,55～59歳,23.17,23.64,301.68
2014,07,福島県,M,宿泊業，飲食サービス業,60～64歳,19.55,14.88,249.48
2014,07,福島県,M,宿泊業，飲食サービス業,65～69歳,18.23,5.4,224.16
2014,07,福島県,M,宿泊業，飲食サービス業,70歳～,15.55,2.16,188.76
2014,07,福島県,N,生活関連サービス業，娯楽業,年齢計,24.03,28.51,316.87
2014,07,福島県,N,生活関連サービス業，娯楽業,～19歳,15.66,3.84,191.76
2014,07,福島県,N,生活関連サービス業，娯楽業,20～24歳,17.14,12.45,218.13
2014,07,福島県,N,生活関連サービス業，娯楽業,25～29歳,21.09,34.36,287.44
2014,07,福島県,N,生活関連サービス業，娯楽業,30～34歳,21.13,30.55,284.11
2014,07,福島県,N,生活関連サービス業，娯楽業,35～39歳,25.16,37.62,339.54
2014,07,福島県,N,生活関連サービス業，娯楽業,40～44歳,26.63,43.28,362.84
2014,07,福島県,N,生活関連サービス業，娯楽業,45～49歳,31.35,33.25,409.45
2014,07,福島県,N,生活関連サービス業，娯楽業,50～54歳,30.05,28.68,389.28
2014,07,福島県,N,生活関連サービス業，娯楽業,55～59歳,21.35,21.64,277.84
2014,07,福島県,N,生活関連サービス業，娯楽業,60～64歳,19.43,10.16,243.32
2014,07,福島県,N,生活関連サービス業，娯楽業,65～69歳,22.79,9.27,282.75
2014,07,福島県,N,生活関連サービス業，娯楽業,70歳～,-,-,-
2014,07,福島県,O,教育，学習支援業,年齢計,33.39,82.9,483.58
2014,07,福島県,O,教育，学習支援業,～19歳,16,10.41,202.41
2014,07,福島県,O,教育，学習支援業,20～24歳,19.73,30.05,266.81
2014,07,福島県,O,教育，学習支援業,25～29歳,22.61,33.27,304.59
2014,07,福島県,O,教育，学習支援業,30～34歳,28.34,63.06,403.14
2014,07,福島県,O,教育，学習支援業,35～39歳,32.34,83.76,471.84
2014,07,福島県,O,教育，学習支援業,40～44歳,36.23,94.54,529.3
2014,07,福島県,O,教育，学習支援業,45～49歳,38.88,111.26,577.82
2014,07,福島県,O,教育，学習支援業,50～54歳,37.72,110.01,562.65
2014,07,福島県,O,教育，学習支援業,55～59歳,44.51,128.37,662.49
2014,07,福島県,O,教育，学習支援業,60～64歳,39.14,101.78,571.46
2014,07,福島県,O,教育，学習支援業,65～69歳,50.08,76.37,677.33
2014,07,福島県,O,教育，学習支援業,70歳～,33.24,133.6,532.48
2014,07,福島県,P,医療，福祉,年齢計,26.87,57.84,380.28
2014,07,福島県,P,医療，福祉,～19歳,-,-,-
2014,07,福島県,P,医療，福祉,20～24歳,19.95,26.72,266.12
2014,07,福島県,P,医療，福祉,25～29歳,20.75,38.13,287.13
2014,07,福島県,P,医療，福祉,30～34歳,23.13,44.05,321.61
2014,07,福島県,P,医療，福祉,35～39歳,24.18,55.9,346.06
2014,07,福島県,P,医療，福祉,40～44歳,27.63,67.14,398.7
2014,07,福島県,P,医療，福祉,45～49歳,29.57,79.2,434.04
2014,07,福島県,P,医療，福祉,50～54歳,33.88,70.86,477.42
2014,07,福島県,P,医療，福祉,55～59歳,29.88,78.97,437.53
2014,07,福島県,P,医療，福祉,60～64歳,29.64,50.62,406.3
2014,07,福島県,P,医療，福祉,65～69歳,19.38,0.52,233.08
2014,07,福島県,P,医療，福祉,70歳～,39.45,31.85,505.25
2014,07,福島県,Q,複合サービス事業,年齢計,26.79,68.99,390.47
2014,07,福島県,Q,複合サービス事業,～19歳,15.2,7.12,189.52
2014,07,福島県,Q,複合サービス事業,20～24歳,17.68,30.82,242.98
2014,07,福島県,Q,複合サービス事業,25～29歳,20.6,45.31,292.51
2014,07,福島県,Q,複合サービス事業,30～34歳,22.44,51.94,321.22
2014,07,福島県,Q,複合サービス事業,35～39歳,28.69,83.02,427.3
2014,07,福島県,Q,複合サービス事業,40～44歳,27.08,70.46,395.42
2014,07,福島県,Q,複合サービス事業,45～49歳,30.06,88.18,448.9
2014,07,福島県,Q,複合サービス事業,50～54歳,33.81,99.14,504.86
2014,07,福島県,Q,複合サービス事業,55～59歳,36.83,103.88,545.84
2014,07,福島県,Q,複合サービス事業,60～64歳,18.73,17.06,241.82
2014,07,福島県,Q,複合サービス事業,65～69歳,16.81,2.9,204.62
2014,07,福島県,Q,複合サービス事業,70歳～,-,-,-
2014,07,福島県,R,サービス業（他に分類されないもの）,年齢計,21.33,46.04,302
2014,07,福島県,R,サービス業（他に分類されないもの）,～19歳,13.52,1.97,164.21
2014,07,福島県,R,サービス業（他に分類されないもの）,20～24歳,18.14,30.83,248.51
2014,07,福島県,R,サービス業（他に分類されないもの）,25～29歳,18.4,21.18,241.98
2014,07,福島県,R,サービス業（他に分類されないもの）,30～34歳,19.89,39.96,278.64
2014,07,福島県,R,サービス業（他に分類されないもの）,35～39歳,21.16,51.97,305.89
2014,07,福島県,R,サービス業（他に分類されないもの）,40～44歳,23.38,61.31,341.87
2014,07,福島県,R,サービス業（他に分類されないもの）,45～49歳,24.45,55.64,349.04
2014,07,福島県,R,サービス業（他に分類されないもの）,50～54歳,23.38,49.48,330.04
2014,07,福島県,R,サービス業（他に分類されないもの）,55～59歳,23.08,48.2,325.16
2014,07,福島県,R,サービス業（他に分類されないもの）,60～64歳,18.93,41.84,269
2014,07,福島県,R,サービス業（他に分類されないもの）,65～69歳,18.33,58.37,278.33
2014,07,福島県,R,サービス業（他に分類されないもの）,70歳～,17.54,19.12,229.6
2014,08,茨城県,C,鉱業，採石業，砂利採取業,年齢計,-,-,-
2014,08,茨城県,C,鉱業，採石業，砂利採取業,～19歳,-,-,-
2014,08,茨城県,C,鉱業，採石業，砂利採取業,20～24歳,-,-,-
2014,08,茨城県,C,鉱業，採石業，砂利採取業,25～29歳,-,-,-
2014,08,茨城県,C,鉱業，採石業，砂利採取業,30～34歳,-,-,-
2014,08,茨城県,C,鉱業，採石業，砂利採取業,35～39歳,-,-,-
2014,08,茨城県,C,鉱業，採石業，砂利採取業,40～44歳,-,-,-
2014,08,茨城県,C,鉱業，採石業，砂利採取業,45～49歳,-,-,-
2014,08,茨城県,C,鉱業，採石業，砂利採取業,50～54歳,-,-,-
2014,08,茨城県,C,鉱業，採石業，砂利採取業,55～59歳,-,-,-
2014,08,茨城県,C,鉱業，採石業，砂利採取業,60～64歳,-,-,-
2014,08,茨城県,C,鉱業，採石業，砂利採取業,65～69歳,-,-,-
2014,08,茨城県,C,鉱業，採石業，砂利採取業,70歳～,-,-,-
2014,08,茨城県,D,建設業,年齢計,34.36,84.65,496.97
2014,08,茨城県,D,建設業,～19歳,16.92,13.75,216.79
2014,08,茨城県,D,建設業,20～24歳,21.09,34.29,287.37
2014,08,茨城県,D,建設業,25～29歳,27.6,56.61,387.81
2014,08,茨城県,D,建設業,30～34歳,27.18,83.43,409.59
2014,08,茨城県,D,建設業,35～39歳,31.05,88.28,460.88
2014,08,茨城県,D,建設業,40～44歳,37.04,109.88,554.36
2014,08,茨城県,D,建設業,45～49歳,38.79,110.66,576.14
2014,08,茨城県,D,建設業,50～54歳,40.25,104.11,587.11
2014,08,茨城県,D,建設業,55～59歳,40.92,104.96,596
2014,08,茨城県,D,建設業,60～64歳,37.25,60.2,507.2
2014,08,茨城県,D,建設業,65～69歳,42.35,77.09,585.29
2014,08,茨城県,D,建設業,70歳～,27.6,12.34,343.54
